"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Category","Is Action Temporary?","Done By","Status"
"Apr","17-04-2024 T07:57","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","A","CM","10","part guide cylinder reed switch alignment ng","robot hang","Robot program on standstill","IO confirmation not coming","part guide finger cylinder reed switch not on","reed witch position ng","part guide cylinder reed switch alignment done","N/A","Problem Category- Electrical,Breakdown Category- Process","No","Tinku,Salman ","Completed"
"Apr","17-04-2024 T09:25","Injector","Housing-4","MOLDING MACHINE","HSG4-4010","A","CM","25","After continuity NG robot hang on die & Ejector pin fault coming","After continuity NG robot hang on die","ejector pin fault coming during auto cycle ","this fault coming after continuity ng coming","under investigation",".","After continuity NG robot hang on die & Ejector pin fault coming . so root case not clear. so plc program study on going with comparer line 2 & 3    ","Program to be modified with self study","Problem Category- Both,Breakdown Category- Process","No","Tinku,Salman ","Completed"
"Apr","18-04-2024 T06:35","Fuel Pump","FP-Armature","SHAFT POLISHING","M-EN-FP-ARM-1-150-1","A","BM","35","Machine auto start condition not coming","Machine not  show home position after process complete","Part loading jig out confirmation not coming","Cylinder outward confirmation sensor was not ON","Part holding outward stopper head got damage","Due to impact coming in each cycle","Stopper adjust as per requirement, run mc","We change stopper type ","Problem Category- Mechanical,Breakdown Category- Wear","No","Tinku,Arun","Completed"
"Apr","18-04-2024 T06:30","Fuel Pump","YG4 (HONDA)","Glue applying machine","M-EN-FP-SIF-4-050-1","A","BM","30","Total weight ng coming","Total weight ng coming","material not come properly as per required","nozzle unit side  path not clear","material stuck in path",".."," prd change the nozzle ..then check machine running ok","so prd change the nozzle ..then check machine running ok","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Tinku","Completed"
"Apr","18-04-2024 T12:01","Fuel Pump","SIFS # 4","Main tube press fitting","M-EN-FP-SIF-4-180-1","A","BM","40","clamping unit movement was hard","Zebra tube claiming not done ","clamping unit movement was hard","clamping unit handle position distrub","handle thread portion was damaged","due to movement was hard"," new handle made done and assy done then ok","so new handle made done and assy done then ok","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Tinku","Completed"
"Apr","18-04-2024 T12:00","Injector","Housing-2","TERMINAL PRESS FIT & HEIGHT CHECK","HSG2-1010","A","BM","80","spool flip unit gear guide plate mounting bolt broken","spool flip unit gear guide plate mounting bolt broken","during running time force apply happen","fliper unit rotate speed very high","cylinder movement very fast","cylinder speed controller was maximum open","so take out the fliper unit & remove the broken bolt,bolt assembled & properly adjustment done,cylinder speed adjusted","CM","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Tinku,Keshav","Completed"
"Apr","19-04-2024 T01:43","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","C","BM","30","Part lift from b die R side","Part lift from b die R side",".",".",".",".","our side only observe no action ",".","Problem Category- Mechanical,Breakdown Category- Design","No","Sandeep Kumar,Tarkeshwar Prasad","Completed"
"Apr","19-04-2024 T05:29","Injector","Housing-1","HOUSING MOULDING","EIHS-091","C","BM","23","Discharge loader runner break chuck motion fault","Discharge loader runner break chuck motion fault","Cylinder motion not complete ","Friction in LM guide ","Less lubrication ","No effective lubrication last time ","lubrication done","Lubrication frequency to be checked and revised ","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Sandeep Kumar,Tarkeshwar Prasad","Completed"
"Apr","19-04-2024 T05:36","Injector","Housing-1","HOUSING MOULDING","EIHS-091","C","BM","15","continuity ng coming from AL & BR cavity","continuity ng coming from AL & BR cavity",".",".",".",".","our side only observe",".","Problem Category- Mechanical,Breakdown Category- Process","No","Tarkeshwar Prasad","Completed"
"Apr","19-04-2024 T09:16","Injector","Housing-1","HOUSING MOULDING","EIHS-091","A","BM","30","Runner break not happen","Runner break not happen","Runner break cylinder movement not good
","Chuck finger stuck during rotate time","Chuck cylinder signal loss","Read switch position disturb ","So beak cylinder alignment done and read switch adjusted done then ok..","So break cylinder alignment done and read switch adjusted done then ok..","Problem Category- Mechanical,Breakdown Category- Communication","No","Tinku","Completed"
"Apr","19-04-2024 T23:32","Injector","Housing-1","WIRE WINDING","EIHS-031","C","BM","110","Terminal caulking 4 operation error","caulking cylinder confirmation not coming   ","Cylinder stroke not complete","Solenoid output not coming ","Solenoid Spool stuck ","Possibly due to dust or moisture","so caulking 4 station cylinder and solenoid changed with new then ok ","Dryer to be install by Aug'24 ","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Sandeep Kumar,Tarkeshwar Prasad","Completed"
"Apr","20-04-2024 T10:00","Fuel Pump","SIFS # 4","Main tube press fitting","M-EN-FP-SIF-4-180-1","A","BM","75","Zebra tube clamping jaw properly movement","Zebra tube clamping jaw properly movement
","chuck not properly movement","sliding plate stuck during chuck open close time","bearing not properly movement","bearing was damage","bearing change with new","","Problem Category- Mechanical,Breakdown Category- Wear","No","Yogesh Kumar,Tinku","Completed"
"Apr","20-04-2024 T15:00","Fuel Pump","SIFS # 4","Main zebra tube press fitting to case stainer","M-EN-FP-SIF-4-165-1","B","BM","25","clamp roller mounting bolt open due to thread damage","Zebra tube not clamp","left side tube clamp not happen","clamp roller lose","mounting bolt open ","thread damage","clamp roller mounting bolt change with new after that ok","PM point","Problem Category- Mechanical,Breakdown Category- Wear","No","Salman ","Completed"
"Apr","22-04-2024 T08:49","Injector","Housing-2","HOLDER, PLATE & PIPE PRESS FIT M/C","HSG2-3020","A","CM","11","ROBOT PIPE DROP FOR TEMP. PLACE,ROBOT PIPE NOT CHUCK PROPERLY","ROBOT PIPE DROP FAULT COMING","PIPE DROP IN TEMP PLACE","ROBOT PIPE NOT CHUCK PROPERLY","PIPE PLATE POSTION ABNORMAL FOUND",".","PIPE PALLET CHANGE WTH NEW BY PRD ","N/A","Problem Category- Mechanical,Breakdown Category- Process","No","Salman ","Completed"
"Apr","22-04-2024 T09:19","Fuel Pump","SIFS # 3","Under water leak testing machine (YL7)","M-EN-FP-SIF-3-090-2","A","BM","61","Leakage from gasket area","Leakage from gasket area","GASKET WEAR AND TEAR","CLAMP POSITION NOT OK","ONE CLAMP LOSS FOUND ","CYLINDER NOT WORKING PROPERLY","GASKET CHANGE WITH NEW AND PART CLAMP ONE CYLINDER CHANGE WITH NEW ","N/A","Problem Category- Mechanical,Breakdown Category- Process","No","Salman ","Completed"
"Apr","22-04-2024 T12:15","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","A","BM","15","robot stop at unloading home position,part lift up fault coming","robot stop at unloading home position","part lift up fault coming","A die r side part lift up ",".",".","part lift up sensor alignment check and sensor sensivity adjust after that ok","u/o","Problem Category- Electrical,Breakdown Category- Process","No","Salman ","Completed"
"Apr","22-04-2024 T12:50","Fuel Pump","FP-Assy","Cover end support press-fitting M/C","M-EN-FP-FPA-1-170-1","A","BM","20","Right side spring is not detecting.,sensor alignment ng","cover and support pressfit machine auto start not happen","Spring detecting process not ok before cover end support press fit","sensor alignment ng ",".",".","SPRING DEDECTION SENSOR ALIGNMENT DONE AFTER THAT OK","N/A","Problem Category- Electrical,Breakdown Category- Process","No","Salman ","Completed"
"Apr","22-04-2024 T13:26","Fuel Pump","Cover End Support","Heated Ball Assy. M/C","M-EN-FP-CES-1-040-1","A","BM","40","ALARM BUZZER ON AFTER MACHINE AUTO START ,PART CONFIRMATION BIT NOT ON ,TIMER 34 BIT NOT ON","BUZZER ALARM ON AFTER MACHINE AUTO START ","PART CONFIRMATION BIT NOT ON FOR PLC SIDE","PROGRAM SIDE NG","NOT CLEAR","NOT CLEAR","PLC SIDE PART CONFIRMATION BIT NOT ON SO PLC PROGRAM MODIFICATION DONE AFTER THAT OK","N/A","Problem Category- Electrical,Breakdown Category- Design","No","Salman ","Completed"
"Apr","22-04-2024 T15:10","Fuel Pump","SIFS # 3","Under water leak testing machine (YL7)","M-EN-FP-SIF-3-090-2","B","BM","30","gasket come out during process","gasket come out during process","gasket was tight with part","gasket was expand ","Due to long use & contact with water","Every cycle leak check time part deep in water ","gasket change with new then ok ",".","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Sandeep Kumar,Tarkeshwar Prasad","Completed"
"Apr","22-04-2024 T16:30","Injector","Housing-1","HOUSING MOULDING","EIHS-091","B","BM","10","Discharge loader runner break chuck motion fault","Discharge loader runner break chuck motion fault","Reed switch not on ","Cylinder motion not complete. ","cylinder seal wear out ","life over ","aligenment done","runner cylinder change ","Problem Category- Mechanical,Breakdown Category- Design","Yes","Tarkeshwar Prasad","Completed"
"Apr","22-04-2024 T15:40","Fuel Pump","SIFS # 4","Air Leak Test","M-EN-FP-SIF-4-190-1","B","BM","110","Air leak NG in YFG model","Air leak NG in YFG model","air leakage happening from the machine circuit during the process","Air leakage happening from the special coupler","Special Coupler internal seals found wear out",".Seals got wear out due to presence of foreign particles present in the air","Air Pipe from the leak tester to coupler changed with new. Existing pipe was  found twisted & bent from few locations.,Pipe fittings tightened properly after applying sealant (swagelok) on it.,Main air special coupler cleaned followed by changing its wear out seals with new. ( for example piston seal & other packings). After that okay",".Special Coupler stock in quantity has been revised  as per the current requirement","Problem Category- Mechanical,Breakdown Category- Part-Failure","No","Sandeep Kumar,Tarkeshwar Prasad","Completed"
"Apr","22-04-2024 T20:19","Injector","Housing-1","MUC FUSHING END BENDING","EIHS-071","B","BM","30","Terminal visible part found at visual station ","Terminal visible part found at visual station ","terminal left side ear come down ","ear bend stroke more then ",".",".","terminal ear bendig stroke decrse ",".","Problem Category- Mechanical,Breakdown Category- Wear","No","Tarkeshwar Prasad","Completed"
"Apr","22-04-2024 T20:22","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","B","BM","0","Part lift from AR & BR cavity","Part lift from AR & BR cavity",".",".",".",".","Checked part condition & found part is not lift-up but still part lift-up fault come ,Fault reset","finger model change same will do  ","Problem Category- Mechanical,Breakdown Category- Design","No","Tarkeshwar Prasad","Completed"
"Apr","23-04-2024 T08:55","Fuel Pump","SIFS # 3","Under water leak testing machine (YL7)","M-EN-FP-SIF-3-090-2","A","BM","75","PART CHECK TIME LEKAGE HAPPEN","PART CHECK TIME LEKAGE HAPPEN","ONE PART CLAMP POSITION NG","PART CLAMP CYLINDER MOTION ABNORMAL","CYLINDER WEAR AND TEAR",".","SO CHECK AND FOUND ONE CYLINDER MOTION NG AND OTHER ONE CYLINDER SIDE LEAKAGE HAPPEN SO BOTH CYLINDER CHANGE WITH NEW AFTER THAT OK","PM CHECK POINT","Problem Category- Pneumatic,Breakdown Category- Wear","No","Salman ,Tarkeshwar Prasad","Completed"
"Apr","23-04-2024 T13:02","Injector","Housing-2","MOLDING MACHINE","HSG2-4010","A","BM","20","Part lift from a die R side","ROBOT STOP AT UNLOADING HOME POSITION","PART LIFT UP FAULT COMING","Part lift from a die R side","PART LIFT UP FOUND",".","ROBOT HOME DONE AND FAULT RESET . AFTER THAT OK","U/O","Problem Category- Electrical,Breakdown Category- Process","No","Salman ","Completed"
"Apr","23-04-2024 T03:50","Fuel Pump","SIFS # 6","Return Tube Assembly Machine","M-EN-FP-SIF-6-020-1","C","BM","30","Flange side base jig dowel pin loose due to broken inside","Flange side base jig dowel pin loose ","due to broken inside","Sudden Force Impact",".",".","dowel pin change with new then ok ",".","Problem Category- Mechanical,Breakdown Category- Design","No","Tarkeshwar Prasad","Completed"
"Apr","23-04-2024 T14:35","Fuel Pump","FP-Armature","FUSING  # 02","M-EN-FP-ARM-1-110-2","B","BM","75","Voltage NG is coming continuously","Voltage NG is coming continuously",".",".",".",".","1 collet cleaning done, 2. collet block mounting was loose so tight done, 3. collet change with old no impact then again revert back , 4. prd side main electrod and sub electrod change with new then ok ",".","Problem Category- Mechanical,Breakdown Category- Process","No","Sandeep Kumar,Tarkeshwar Prasad","Completed"
