"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Problem Category","Breakdown Category","Is Action Temporary?","Done By","Status"
"Apr","10-04-2024 T11:50","Final Assy","Cell Sensor","Air blowing M/C","EEAT-162","A","BM","30","Cycle Stop Error fault in M/C","Cycle Stop Error fault in M/C","Diagonal Sensor not off after cycle complete","Diagnol sensor present value higher than set value","Sensor alignment issue","NA","Diagonal sensor clean but status NG,Sensor fiber cable reconnect but not ok,Sensor alignment done then ok","Diagnol sensor check point will reflect in P.M check sheet","Electrical","Wear","No","Neeraj,Sandeep Dhama","Completed"
"Apr","10-04-2024 T17:59","Final Assy","AB Sealer Block-01","Flash-05","EEAT-113","B","BM","30","560B AC OK master fail at step no.125","Master card getting fail at step-125","Writer-1 error was coming","Communication problem with Master.","Master faulty","NA","Spare probe holder change.,Machine re-start,Probe holder all connector re-connect,N.G master check & data check its ok,One product check its pass.","","Electrical","Part-Failure","No","Subhash Sheoran,Dalip Khajuria,Mukesh","Completed"
"Apr","10-04-2024 T17:45","Final Assy","FA-WP2","Silicon Below","EEAT-080","B","BM","30","Silicon drop on product","Silicon drop on product","After application suck-back not happen properly","Suspected cause its dispenser unit not working properly","Dispenser unit part failure","NA","Silicon Dispense continue but same status.,Nozzle cleaning done.,Suck back value changed (0.40 to 0.50),Return speed value changed (0.21 to 0.15),Robot Program value modified sub122(Start delay changed 250 to 300 & 220 to 250)","Need to dispenser unit changed","Both","Part-Failure","Yes","Subhash Sheoran,Dalip Khajuria,Mukesh","Completed"
"Apr","10-04-2024 T18:10","Mounting","AOI-5","AOI-05","EETP-069","B","BM","15","PCB COMEOFF FROM BELT","PCB TRANSFER FAULT WHILE PCB UNLOADING","PCB COME OFF FROM CONVEYOR BELT","CONVEYOR WIDTH SIDE ISSUE (WIDE)","N/A","N/A","CHECK AND FOUND PCB COMEOFF FROM FIXED SIDE CONVEYOR  BELT,SO PCB TAKEOUT AND M/C ORIGIN DONE.","","Both","Design","No","Dalip Khajuria","Completed"
"Apr","11-04-2024 T03:49","Final Assy","FA-WP3","Air Leak","EEAT-160","C","BM","6","hang in running condition","Machine Hang during running","PC Communication NG With machine.","PC side design issue","NA","NA","Machine power OFF and USB-1 & 2 reconnect from PC side after that ok.","","Both","Design","Yes","Ujjawal,Jatinder Singh","Completed"
"Apr","12-04-2024 T07:04","Mounting","MA4","Reflow Oven","EETP-059","A","BM","30","Zone-4 lower over load error was coming.","Machine not Auto start.","Zone 4 lower over load error occurred.","Zone-4 Blower not running.","Blower not rotate .","May be flux accumulate due to jam.","Try to error reset .,Blower manually rotate .,Blower rotate forcefully by screw driver after that ok.","","Mechanical","Design","No","Neeraj,Sandeep Dhama","Completed"
"Apr","12-04-2024 T06:23","Mounting","AOI-6","AOI-06","EETP-089","A","BM","50","Communication Error","Communication NG With external device","AOI machine communication NG with Scan conv.","AOI Machine signal not coming from Scan Conveyor","Suspected communication issue","NA","AOI Machine restart.,AOI, 3D, And scan conv. All machine restart ,Model change over done to other model","This Problem will discuss with maker as freq. has increased","Electrical","Communication","No","Ujjawal,Sandeep Dhama","Completed"
"Apr","12-04-2024 T07:50","Final Assy","FA-AB1","LT Chamber-01","EEAT-129","A","CM","40","Chamber rack rotation hard .","Chamber Rack rotation Hard .","Ice accumulated on rotation unit.","Suspected Compressor refrigerant lower","Root cause under investigation","NA","Defrost done by PRD after that ok.","","Mechanical","Design","No","Neeraj,Sandeep Dhama","Completed"
"Apr","12-04-2024 T10:30","Final Assy","Spot Block-2","3D-03","EEAT-077","A","BM","45","NO SIGNAL COMING IN LIVE IMAGE MONITOR","NO SIGNAL COMING IN LIVE IMAGE MONITOR","SIGNAL NOT COMING FROM CAMERA CONTROLLER","CAMERA CONTROLLER MALFUNCTION","VEDIO COMMUNICATION CARD FAULTY","N/A","SIGNAL CABLE RECONNECTED BUT STILL PROBLEM COMING AFTER SOME TIME,CAMERA CONTROLLER VEDIO COMMUNICATION CARD CHANGED WITH SPARE","","Electrical","Part-Failure","No","Neeraj,Dalip Khajuria,Sandeep Dhama","Completed"
"Apr","12-04-2024 T13:20","Final Assy","FA-AB3","Packaging Jig-03","EEAT-188","A","BM","20","During screw tightening product lift.","During screw tightening product lift.","Screw driver bit stuck with screw.","Screw driver bit wear out.","Part failure.","","Jig side one guide pin loosed found so tight it.,Screw driver bit changed with spare .","","Mechanical","Part-Failure","No","Neeraj","Completed"
"Apr","12-04-2024 T14:18","Final Assy","FA-WP3","Air Leak","EEAT-160","A","BM","12","DAILY CHECK PRESSURE VALUE NG COMING","DAILY CHECK PRESSURE VALUE NG COMING","PRESSURE A &PRESSURE B VALUE COMING LOWER THAN SPEC.","DIGITAL PRESSURE GUAGE NOT SHOWING CORRECT PRESSURE VALUE. (BUT ANALOG PRESSURE GUAGE SHOWING OK VALUE","DESIGN ISSUE","N/A","CHECK PRESSURE IN ANALOG GUAGE FOUND OK,SO OFFSET GIVEN IN PRESSURE VALUE SHOWING IN PC","","Electrical","Design","No","Subhash Sheoran,Dalip Khajuria","Completed"
"Apr","12-04-2024 T17:50","Final Assy","FA-AC1","AC Falcon","EEAT-119","B","CM","110","Name plate not scanning","Name plate not scanning","Scanner reading judgment 0% coming","Scanner NG","Scanner old type (Obsolete)","NA","Scanner Teaching,Scanner change with spare (SR-710),Teaching done with SR-710 then ok","","Electrical","Obsolete","No","Ujjawal,Anshul Gupta","Completed"
"Apr","13-04-2024 T02:00","Mounting","AOI-6","3D-06","EETP-090","C","BM","20","CROSS MARK SHIFTING PROBLEM","CROSS MARK SHIFTING PROBLEM","SIDE CAMERA LANS WAS LOOSE","POSIBILITY OF CAMERA ROTATION UNIT CHANGE TIME LANS WAS NOT PROPERLY TIGHT","HUMAN MISTAKE","NA","CAMERA LANS TIGHT IT ","NA","Mechanical","Human","No","Jatinder Singh,Gagandeep","Completed"
"Apr","13-04-2024 T01:00","Mounting","AOI-5","AOI-05","EETP-069","C","BM","15","Card stuck between AOI and 3D multiple times.","Card not pass from Aoi to 3D","Card stuck between AOI and 3D multiple times.","Card Come off from belt 
","Excess conveyor width","May be program side issue ","Conveyor width check not ok ,One time changeover in another Model  but same  ,Finally given offset in conveyor width side ,Now under observation ","","Mechanical","Design","No","Jatinder Singh,Gagandeep","Completed"
"Apr","13-04-2024 T05:30","Final Assy","FA-AB3","DNHA-AB3-RT-01","EEAT-192","C","BM","30","Product Fail On Steps 30 & 100","Product Fail On Steps 30 & 100","Harness Pins Poor Contact With Product","Pins Was Dirty","NA","NA","Harness Pins Cleaning Done","NA","Both","Human","No","Jatinder Singh,Gagandeep","Completed"
"Apr","13-04-2024 T06:51","Final Assy","FA-WP3","3W Gel-03","EEAT-152","A","BM","25","Alarm -88 (Part Floating) NG at YNC model.","Part Floating NG.","Part floating sensor On.","Part floating sensor value upper side coming.","Variations coming on case height.","Product case side issue.","Master case (Old) Checked found ok. It means part float sensor -ok.,Part floating position Teaching done as per running case  ."," Request to PRD for case dimension check . ","Mechanical","Part-Failure","Yes","Neeraj,Dalip Khajuria,Sandeep Dhama","Completed"
"Apr","13-04-2024 T11:24","Final Assy","FA-WP4","3W GEL APPLICATION","EEAT-201","A","BM","25","Fault No-88 was coming.","Fault -88 coming.","Part float Check sensor got on.","Case height was more.","Case side issue .","","Master case checked .,As per discussion with PED ,Part float position Teaching done after that frequency Increased so revert Back. ","Case side issue ,Its dimension will check by SQD.  ","Mechanical","Part-Failure","Yes","Neeraj,Dalip Khajuria,Sandeep Dhama","Completed"
"Apr","13-04-2024 T13:06","Final Assy","FA-WP3","Air Leak","EEAT-160","A","BM","10","During running time machine hang.","machine hang during running.","NAN value was coming.","Value Not transfer analog to digital.","Suspected -ADI (analog input module) faulty.","","USB Re-connect & Application restart .","ADI unit will change.","Electrical","Part-Failure","No","Neeraj","Completed"
"Apr","13-04-2024 T20:50","Final Assy","FA-AB2","Packaging Jig-02","EEAT-131","B","BM","10","Foult no8 coming","Fault no.8 coming","Jig connector connection wiring fault ","Jig connector wire broken","Jig movement NG","Design issue","Jig wire re soldering done ","","Electrical","Wear","No","Ujjawal,Subhash Sheoran,Mukesh","Completed"
"Apr","14-04-2024 T01:43","Final Assy","FA-AB2","FAL2-AB-RT1","EEAT-134","C","BM","15","Honda model 31XA(HA151100-4000) Part No. Not Loading","Part No. Not Loading (HA151100-4000)","Configuration Setting Was Different As Per this Model","Configuration Setting Not Change By PED As Per This Model","NA","NA","Configuration Setting Setting Change As Per This Model.","Request To PED Please Setting Change As Per This Model","Electrical","Process","Yes","Jatinder Singh,Gagandeep","Completed"
"Apr","15-04-2024 T07:21","Final Assy","FA-WP4","LO-HI SCREENING MACHINE","EEAT-199","A","BM","12","Alarm 97 was coming,Communication error coming","Shutter was not coming home position","Its shutter close confirmation was not coming","Its cylinder read switch was not ON","Machine not in home position","communication break between m/c & its inspection.","Machine setdown & again ON (All equipment as per sequence).,All home position done & Master check its OK","","Electrical","Communication","No","Subhash Sheoran,Jatinder Singh,Mukesh","Completed"
"Apr","15-04-2024 T07:23","Final Assy","FA-WP4","SILICON ALLAROUND","EEAT-205","A","CM","10","NOZZLE HIGHT NG COMING","Nozzle Hight NG Coming","Nozzle Hight Confirmation Sensor Was Dirty","Design Issue","NA","NA","Sensor Clean And Nozzle Re-Installed","NA","Mechanical","Design","No","Jatinder Singh,Mukesh","Completed"
"Apr","15-04-2024 T07:25","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","A","CM","8","Nozzle Centering NG Coming","Nozzle Centering NG Coming","Silicon Dry On Nozzle","Possibility Of Nozzle Not clean Properly","Nozzle Cleaning Sponge Unit Was Dirty","Continue Use","Clean The Nozzle ","Request To PRD Please Change Nozzle Cleaning Sponge Unit On Time","Mechanical","Design","No","Jatinder Singh,Mukesh","Completed"
"Apr","15-04-2024 T07:20","Mounting","MA4","Buffer Conveyor","EETP-055","A","BM","20","Card Stuck In Buffer Conveyor Slot No.-10","Card Stuck in Buffer Conveyor Slot No.-10","Belt Was Not Rotate","Bur Coming On belt & Stuck With Pully","Belt Was Damage","Life Over","Belt Change With Spare New One ","Belt Check freq already available in PM","Mechanical","Part-Failure","No","Subhash Sheoran,Jatinder Singh,Mukesh","Completed"
"Apr","15-04-2024 T09:25","Mounting","MA4","NPM-01","EETP-093","A","BM","20","Card Stuck Between Buffer Conveyor And OC-1 Conveyor","Card Stuck Between Buffer Conveyor And OC-1 Conveyor","OC-1 Conveyor Alignment Disturb ","M/c Foot Was Not Lock Properly","Lock Loose","","Buffer Conveyor & OC-1 Conveyor Alignment Done ","All Machine Under foot Lock Installation. Complete by 30th Apr.
6 Machine Already Completed","Mechanical","Human","No","Jatinder Singh,Mukesh","Completed"
"Apr","15-04-2024 T06:20","Final Assy","AB Sealer Block-01","Spray Sealer M/C","EEAT-078","A","BM","30","Nozzle ID Fault Coming in YHB Model","Nozzle ID Fault Coming","Turn Loader Sensor Was Not On As Per Running Model","Sensor Was Dirty","Possibility Of During Weekly Dust Drop On Sensor","Human Mistake","Turn Loader & Loader Conveyor Sensor Cleaning Done","Request To PRD Please Cover The Sensor During Cleaning","Electrical","Human","No","Jatinder Singh,Mukesh","Completed"
"Apr","15-04-2024 T23:40","Mounting","AOI-6","PCB Scanner","EETP-088","C","BM","15","STOPPER DROP ON PCB ","STOPPER DROP ON PCB ","Sensor Not sense PCB","PCB Length was short ","Pcb Sensor was not on ","NA","Pcb Take Out and run machine ok ","Sensor Position changed and distance between sensor reduced.","Mechanical","Design","Yes","Gagandeep","Completed"
"Apr","16-04-2024 T01:50","Mounting","MA4","NPM-05","EETP-066","C","BM","20","Protruding pallet error","Protruding pallet error.","Pallet position sensor on.","During pallet loading /Unloading time sensor on/off.","Door not proper lock.","locking mounting loosed.","Door lock mounting loosed ,So tight it after that ok.","","Mechanical","Wear","No","Neeraj","Completed"
"Apr","16-04-2024 T21:23","Mounting","MA4","NPM-06","EETP-057","B","BM","15","Tape cover detect error[Sensor-3]","Tape cover detect error[Sensor-3]","Sensor was off ","Object come on front of sensor ","Feeder Safety cover was loose ","Bolt was Not tight ","Feeder safety cover tight proper after that machine run ok ","","Mechanical","Process","Yes","Gagandeep","Completed"
"Apr","16-04-2024 T21:32","Mounting","MA4","NPM-01","EETP-093","B","BM","13","PCB carry in error","PCB carry in error","Pcb stop During Running ","Width was not ok","Program side width not OK","","Manual width adjust spare Model ","Informed PED to change from Program side.","Mechanical","Design","Yes","Gagandeep","Completed"
"Apr","17-04-2024 T02:00","Final Assy","FA-WP2","Silicon Below","EEAT-080","C","BM","20","Less silicon coming on start point.","Less Silicon coming on first point.","Silicon not proper dispense.","Dispenser side issue.","","","Temporary Robot program modify after that ok.","Its dispenser pump will change.","Mechanical","Part-Failure","Yes","Neeraj,Dalip Khajuria","Completed"
"Apr","17-04-2024 T04:18","Final Assy","AB Sealer Block-02","Air Blow","EEAT-187","C","BM","20","Fault No 4 (Emergency Fault) coming in running time & Master off","Master off during running time.","Fault No -4 was coming.","Machine Process not complete within cycle time .","Nozzle cylinder movement slow .
","Cylinder Movement Hard.","Nozzle cylinder Cleaning & lubrication done.","","Mechanical","Human","No","Neeraj,Dalip Khajuria","Completed"
"Apr","16-04-2024 T23:20","Mounting","AOI-6","3D-06","EETP-090","C","BM","15","CROSS MARK SHIFT PROBLEM","CROSS MARK SHIFT PROBLEM (Y1K 156X CONNECTOR LEAD)","sUSPECTED THAT MODEL SIDE iSSUE","N/A","N/A","N/A","OFFSET GIVEN IN SOME COMPONENTS BUT STILL PROBLEM COMING,SO MODEL CHANGEOVER DONE TO ANOTHER MODEL","","Electrical","Design","No","Dalip Khajuria","Completed"
"Apr","16-04-2024 T09:30","Final Assy","Spot Block-1","Spot-01","EEAT-096","A","BM","60","Soldering Robot Error","Soldering Robot Error Coming While Opening Safety Door.","Safety Signal Not Coming From Controller","Robot Ready Signal NG","Communication Issue","N/A","Controller Off/On ,CRRB,CRREPB,CRCPU & CRKSW1A Relay change,Controller Side Safety I/O Connector Clean","N/A","Electrical","Communication","No","Subhash Sheoran,Jatinder Singh,Ashish Gupta","Completed"
